,Food,Food: Vegetables & Fruits,"Food: Fish, Seafood & Preparations",Food: Meat & Meat Preparations,"Food: Coffee, Tea, Spices & Manufactures",BeveragesTobacco (BT),BT: Beverages,BT: Tobacco & Manufactures,Crude Materials (CM),CM: Metalliferous Ores & Metal Scrap,CM: Crude Rubber,CM: Crude Minerals & Fertilisers,CM: Crude Vegetable & Animal Materials,Mineral Fuels,Mineral Fuels: Petroleum & Pdt & Related Materials,Mineral Fuels: Petroleum,Mineral Fuels: Coal: Coke,Mineral Fuels: Gas,AnimalVegetable Oils (AV),AV: Animal or Vegetable Fats & Oils Nes,AV: Fixed Vegetables Fats & Oils,ChemicalsChemical Products (CH),CH: Medicinal & Pharmaceutical Products,CH: Organic Chemicals,CH: Plastics in Primary Forms,CH: Plastics in Non-primary Forms ,CH: Essential Oils & Resinoids & Perfume Materials,Manufactured Goods (MG),MG: Iron & Steels,MG: Metal Manufactures,MG: Non-ferrous Metals,MG: Non-metallic Mineral Manufactures,MG: Paper & Paperboard ,MG: Rubber Manufactures,MG: Textile Manufactures,MachineryTransport Equipment (MT),MT: Office & Automatic Data-processing Machines ,MT: Telecommunications & Reproducing Apparatus & Equip ,MT: Electrical Machinery Apparatus & Appliances Nes ,MT: Electronics Valves,MT: Parts for Office & DP Machines,MT: Communication Equipment,MT: Electrical Machinery,MT: Electrical Circuit Apparatus,Miscellaneous Manufactured Articles (MM),MM: Disc Media Products & Plastic Articles,MM: Scientific Instruments & Apparatus,"MM: Photographic Supplies, Watches & Optical Goods",MM: Articles of Apparel & Clothing Accessories ,MM: Footwear,Miscellaneous Manufactured Articles Nes,Miscellaneous Transactions Nes,(DC)MT: Data Processing Machines
Aug-14,935.063,173.209,112.506,116.799,121.307,377.834,293.775,84.06,294.895,50.576,23.1,114.09,35.351,10540.842,9840.256,9840.256,4.436,696.271,108.876,4.373,95.355,2725.54,334.969,726.315,506.66,120.239,335.095,2530.049,620.046,565.105,438.409,437.321,182.486,102.755,115.75,15108.832,1440.079,1072.738,8046.915,6624.410846,581.994494,957.210336,463.95162,526.872564,2765.406,902.784,857.358,387.55,283.388,76.886,902.784,1497.777,
Sep-14,918.61,154.139,127.236,114.955,133.395,343.724,260.855,82.869,305.808,52.816,32.253,109.157,35.639,12555.854,11792.452,11792.452,4.379,759.075,66.112,6.788,48.102,2820.593,273.722,918.637,486.366,121.524,333.928,2535.382,583.838,549.2,484.847,455.849,185.186,98.708,113.857,15590.907,1580.119,1381.162,7975.538,6495.678741,613.348583,1247.372476,466.653336,560.96288,3024.361,1156.943,864.249,430.761,256.879,61.261,1156.943,2412.199,
Oct-14,1006.81,165.909,134.122,113.542,143.763,471.985,366.693,105.292,293.891,49.142,31.91,113.78,36.962,12687.156,11935.258,11935.258,4.157,748.023,51.688,4.586,44.719,2641.7,290.249,662.954,518.894,135.191,336.75,2885.637,668.638,565.238,517.198,662.764,184.11,103.331,115.464,15929.942,1587.091,1527,7780.939,6268.160675,645.747595,1400.327322,494.261725,566.156463,3324.24,1404.842,860.331,415.272,268.103,80.084,1404.842,1867.066,
Nov-14,914.155,163.079,121.731,108.36,121.589,333.949,244.033,89.917,246.374,36.168,34.669,73.18,41.595,8908.749,8258.976,8258.976,3.213,646.867,93.586,3.8,59.227,2376.389,244.492,638.183,474.645,115.292,305.842,2543.404,576.667,536.631,528.495,455.122,172.289,95.622,112.812,15378.033,1529.027,1469.694,7550.042,6117.840731,582.15213,1339.320558,478.557372,511.945191,2897.142,1007.995,855.511,422.918,262.401,75.305,1007.995,2070.44,
Dec-14,1074.228,196.208,162.81,139.119,124.059,389.026,295.265,93.761,279.636,47.325,32.15,73.911,41.989,8372.256,7829.073,7829.073,4.466,538.753,107.828,5.694,58.473,2789.043,302.374,859.759,450.493,133.521,385.303,2800.327,593.479,575.13,740.216,412.101,187.822,98.138,117.802,17575.65,1770.589,1839.081,8281,6673.626647,703.530905,1713.421381,528.834338,585.874564,3082.804,1045.502,913.628,427.821,305.763,82.309,1045.502,1904.165,
Jan-15,1011.754,200.897,140.466,126.113,128.633,371.693,256.21,115.484,264.482,34.477,43.806,82.509,41.393,7667.392,7135.959,7135.959,3.047,528.532,111.427,5.082,74.135,2559.474,245.652,672.746,551.308,127.535,317.626,2701.749,598.109,562.455,585.715,508.325,179.454,92.326,111.341,15449.437,1565.859,1439.329,7364.863,5892.126868,608.32175,1342.042811,493.195658,550.269061,2946.736,951.525,960.375,349.581,298.632,92.36,951.525,2136.906,
Feb-15,846.207,158.917,118.08,93.302,130.788,276.612,205.008,71.604,251.887,36.445,47.049,82.225,31.2,5943.325,5587.72,5587.72,2.818,352.882,86.534,3.015,61.68,2275.779,274.549,557.703,388.939,108.293,334.071,2341.974,447.63,520.679,568.245,418.192,144.987,80.116,102.506,13492.679,1474.196,1144.213,6723.564,5356.94809,585.354243,1037.694794,485.321391,485.320899,2551.436,832,814.445,347.894,245.748,69.529,832,1664.678,
Mar-15,956.792,165.784,108.312,124.339,153.854,328.553,244.501,84.052,315.879,48.34,61.528,91.58,36.008,8370.785,7971.407,7971.407,5.954,393.468,82.902,3.407,43.839,2869.158,426.879,747.778,453.531,134.533,371.737,2582.415,608.69,541.829,500.862,486.674,176.904,100.376,108.86,16974.392,1762.334,1323.618,8530.255,6923.017346,675.079404,1212.544886,532.393444,600.374172,3070.335,1124.42,968.073,405.515,244.206,69.384,1124.42,3273.454,
Apr-15,945.176,183.333,105.396,105.946,128.279,347.346,259.704,87.643,305.301,33.765,56.036,99.371,33.72,9006.19,8597.443,8597.443,3.098,405.77,110.458,3.886,75.806,2859.948,334.865,781.977,480.358,141.015,358.962,2627.986,627.552,638.252,467.082,417.694,181.755,104.534,124.282,16149.296,1567.301,1319.264,8195.286,6617.653257,612.982636,1212.082058,519.360589,572.925029,2904.557,912.442,972.862,387.864,267.098,87.29,912.442,1714.007,
May-15,886.998,179.602,99.804,111.302,113.299,328.182,236.082,92.1,269.997,38.286,43.143,79.778,37.278,7181.528,6761.922,6761.922,5.045,414.677,99.606,16.763,40.25,2518.38,287.157,671.107,460.183,123.807,320.846,2086.451,468.385,497.968,362.118,335.044,162.665,88.206,107.127,15868.444,1614.366,1186.747,8429.238,6953.896109,605.68353,1072.391821,500.454286,548.235606,2695.938,877.396,814.629,394.555,264.145,82.346,877.396,1636.777,
Jun-15,948.626,178.422,106.714,117.22,127.171,314.44,218.075,96.365,335.863,57.207,81.796,84.459,37.739,8886.957,8443.171,8443.171,3.931,439.889,92.105,18.555,39.431,2725.052,335.713,808.856,393.739,136.35,353.332,2405.038,507.013,496.665,439.95,503.363,170.991,100.03,118.683,16418.917,1599.939,1241.14,8584.605,7030.007645,628.173295,1119.3448,503.808329,584.864076,2992.699,986.665,948.978,394.199,308.292,86.396,986.665,1495.117,
Jul-15,958.887,195.85,123.319,112.935,124.449,349.094,266.553,82.541,280.506,44.188,46.506,84.294,38.988,9990.413,9467.572,9467.572,4.655,518.316,94.548,4.951,42.933,2752.185,318.29,725.123,485.73,132.949,358.028,2388.294,489.975,575.935,473.897,382.102,172.977,97.692,114.762,15696.325,1491.617,1229.188,7912.57,6296.351926,600.426986,1109.016995,520.219316,603.493828,2848.645,840.809,901.858,416.925,315.173,89.461,840.809,2071.918,
Aug-15,898.897,163.07,112.381,116.33,131.366,365.597,281.32,84.277,241.775,29.459,49.314,70.807,35.116,7023.853,6561.864,6561.864,4.223,458.275,73.095,3.715,44.04,2559.737,268.572,671.082,515.304,122.833,351.337,2242.888,518.939,488.053,373.324,406.73,170.453,99.352,107.766,16578.199,1668.066,1212.199,8782.988,7261.158941,726.073209,1098.959815,534.269934,548.133359,2736.776,912.369,837.155,364.287,285.027,77.513,912.369,2539.211,
Sep-15,966.833,174.548,132.516,121.546,167.424,412.612,318.309,94.303,270.094,37.581,53.931,73.859,33.106,6715.543,6293.687,6293.687,4.976,417.79,80.278,4.523,47.527,2707.507,282.931,738.293,492.096,126.424,375.102,2268.855,462.081,493.882,412.242,450.278,176.594,87.592,112.193,17291.869,1792.116,1378.114,8797.027,7225.093499,740.613276,1263.041701,523.863059,581.277527,2948.084,1046.022,906.651,391.745,268.163,69.58,1046.022,1616.369,
Oct-15,941.575,175.903,143.088,107.875,127.079,431.511,337.009,94.503,306.518,43.546,73.234,87.891,42.963,6656.097925,6311.49,6311.49,2.924,341.731,72.498,6.437,42.569,2609.068,347.683,651.924,423.802,132.901,358.316,2353.423,439.071,518.82,474.695,468.223,176.269,89.598,108.119,17115.963,1630.015,1631.337,8592.724,6929.393315,686.253193,1507.150399,505.142327,658.768027,3561.439,1592.667,919.366,417.861,255.624,75.79,1592.667,1949.916,
Nov-15,864.265,171.574,130.025,111.482,110.063,409.032,299.877,109.154,251.343,33.966,55.719,60.6,35.201,5790.842264,5467.34,5467.34,4.304,319.403,105.147,3.994,56.26,2432.304,272.515,614.818,440.962,128.761,352.109,2009.246,388.126,487.278,343.984,340.819,172.636,87.245,104.495,16522.762,1751.535,1531.287,8038.999,6534.089709,713.237485,1403.089822,523.928487,525.645846,3224.423,1018.019,912.249,631.349,282.616,85.728,1018.019,2021.067,
Dec-15,1028.074,200.617,161.554,136.306,126.085,433.452,311.213,122.239,275.352,35.553,40.955,73.461,42.02,5539.549406,5157.72,5157.72,4.307,377.588,71.77,4.553,57.023,2592.862,274.391,690.472,470.055,139.232,406.538,2203.153,411.118,512.226,392.396,401.108,181.445,93.634,119.499,17039.002,1795.876,1440.278,8611.258,6948.773925,751.731164,1327.619936,543.290087,567.220277,3204.905,1080.106,961.929,396.341,315.248,93.164,1080.106,2480.569,
Jan-16,932.415,205.915,142.489,111.855,103.164,349.725,257.732,91.993,229.648,28.343,41.334,61.784,36.187,4646.669033,4344.379,4344.379,1.322,301.003,88.339,10.058,51.377,2491.321,289.895,757.264,399.139,120.12,332.934,1990.339,339.957,495.701,292.625,423.052,170.728,79.016,113.517,14909.345,1507.79,1287.697,7517.227,6054.637811,639.23172,1184.088255,483.577122,522.845564,2773.049,927.082,823.148,323.915,281.229,90.146,927.082,1972.058,
Feb-16,752.624,151.174,93.98,96.412,112.608,320.589,233.241,87.349,226.69,27.469,58.748,50.771,27.149,4586.59109,4336.166,4336.166,3.301,247.241,80.633,7.025,34.266,2250.81,268.467,572.284,399.783,109.468,353.838,1894.573,384.507,409.256,328.027,406.558,150.139,72.804,95.483,15121.214,1417.203,995.156,7924.533,6533.096103,572.714928,890.401679,483.164534,496.280719,2623.958,857.897,894.284,328.485,232.942,63.236,857.897,3092.146,
Mar-16,930.961,188.834,111.74,111.005,142.952,391.065,276.139,114.926,285.014,34.027,66.782,69.443,41.113,4480.022,4275.233,4275.233,4.84,200.114,93.171,12.126,45.983,2711.31,356.357,674.803,456.354,142.314,412.933,2470.303,398.839,499.604,497.566,616.005,187.37,87.958,115.846,17020.704,1684.502,1410.076,8431.632,6809.703826,647.610563,1271.917664,539.45207,588.607938,3328.931,1203.929,1139.267,369.295,235.992,68.201,1203.929,1950.354,
Apr-16,865.485,181.979,103.68,100.295,128.224,327.298,236.755,90.543,252.013,27.848,65.026,66.653,33.221,5191.611163,4961.475,4961.475,3.336,227.084,98.61,8.237,37.016,2594.004,302.444,713.458,424.414,130.092,379.707,2168.902,404.879,491.218,401.721,411.355,163.114,83.758,113.992,15499.834,1428.377,1140.349,7661.164,6099.646797,572.532588,1028.161238,528.16767,558.478754,3378.91,1276.952,1119.335,375.361,250.594,71.153,1276.952,1861.005,
May-16,874.732,190.793,111.971,106.622,124.454,340.743,260.533,80.21,275.582,31.013,69.196,66.481,38.597,5961.810962,5642.729,5642.729,4.069,315.053,119.74,32.148,38.815,2655.673,350.106,682.927,412.642,131.558,403.915,2378.965,336.133,487.205,660.229,443.32,181.317,85.01,117.843,15609.251,1482.189,1186.278,7889.494,6363.762149,632.460754,1066.638502,513.400229,520.71873,3033.148,1015.587,1016.389,377.418,254.41,82.442,1015.587,1672.687,
Jun-16,884.128,194.292,114.504,104.844,109.712,332.448,213.88,118.568,270.753,33.303,65.847,58.659,37.985,6594.939809,6309.343,6309.343,2.922,282.732,127.834,18.952,44.258,2657.431,269.356,692.393,458.699,132.385,373.024,2556.468,406.704,723.591,499.83,486.692,165.731,89.09,115.701,15775.907,1464.946,1194.828,8087.189,6538.674538,575.988112,1072.173847,498.106904,558.143269,3064.256,963.231,1074.024,361.691,276.831,83.239,963.231,1803.668,
Jul-16,836.4,177.848,125.662,93.933,101.333,338.789,254.348,84.441,231.982,32.571,40.572,62.608,30.937,6158.747652,5829.981,5829.981,3.038,325.955,100.708,14.064,48.16,2633.262,306.613,659.217,485.157,123.277,390.823,2201.747,378.886,517.823,448.566,459.993,163.175,77.47,94.717,15131.213,1292.223,1164.819,7777.685,6279.214474,558.033027,1059.234996,494.547968,538.548826,2985.274,1030.119,975.32,357.175,265.956,72.536,1030.119,1288.086,
Aug-16,914.936,186.855,140.128,107.306,113.661,393.124,291.688,101.436,280.498,37.627,51.258,69.457,39.986,5772.823834,5409.315,5409.315,3.731,359.867,116.027,15.953,33.682,3023.409,294.877,794.5,554.403,131.498,458.624,2260.557,386.929,617.35,392.146,422.236,188.507,88.485,103.879,16630.146,1460.785,1185.403,8983.069,7350.605083,619.451135,1078.70748,575.671254,543.731663,2959.653,973.202,999.445,340.193,290.059,76.247,973.202,1176.684,
Sep-16,891.808,178.719,136.193,112.867,122.706,359.506,258.419,101.087,269.943,31.113,43.574,86.91,39.868,6133.789456,5739.214,5739.214,4.557,390.113,115.598,9.281,60.701,2491.819,283.354,613.522,405.49,121.644,385.25,2105.6,378.295,462.818,413.958,448.926,157.137,79.789,103.936,16081.725,1508.611,1351.51,8685.396,7183.469944,641.800574,1229.240985,515.048491,508.792824,3171.043,1116.002,1005.174,383.882,291.521,71.062,1116.002,1140.116,
Oct-16,895.643,178.457,136.135,119.711,109.095,375.212,278.2,97.012,278.602,32.43,39.637,90.074,34.901,6206.244764,5885.141,5885.141,3.314,317.932,85.284,11.163,60.385,2831.109,337.663,613.843,536.872,130.538,418.539,2097.302,365.737,506.451,401.148,373.863,181.204,91.786,114.912,16438.676,1479.169,1577.374,8571.534,6993.552602,661.821142,1448.599222,515.1313,547.622153,3130.091,1062.192,1047.816,351.068,281.707,71.282,1062.192,1591.487,
Nov-16,966.998,189.529,147.109,130.636,114.98,469.363,351.216,118.148,303.264,40.694,43.486,99.972,40.709,7529.965,7158.161,7158.161,4.648,367.694,143.164,20.839,62.904,2924.005,411.266,604.989,525.403,133.087,452.552,2173.985,350.854,471.14,439.151,455.658,181.04,96.475,108.821,16699.487,1682.139,1525.343,8555.232,6952.898895,751.337913,1394.679674,551.101418,562.98927,3422.651,1122.294,1130.291,415.304,322.335,92.05,1122.294,2849.581,
Dec-16,1034.671,215.342,169.251,146.127,112.003,429.48,306.997,122.483,300.56,33.729,41.951,97.536,40.527,7265.068398,6827.761,6827.761,4.535,432.857,133.7,9.918,69.289,2870.498,314.106,687.135,481.218,150.071,450.399,2183.478,307.141,475.099,523.714,435.39,179.953,93.203,105.969,18399.478,1705.818,1673.229,9289.407,7680.465394,746.091409,1548.254261,526.429211,555.118704,3298.273,1094.123,1034.954,408.64,350.639,88.403,1094.123,3557.966,
Jan-17,874.569,192.202,127.734,112.678,100.061,351.716,260.064,91.652,268.769,37.704,45.768,76.8,39.429,8426.880483,7904.634,7904.634,6.156,516.551,118.641,21.857,35.632,2798.893,314.453,629.769,502.674,124.973,387.414,2091.2,326.852,400.645,571.267,413.122,155.997,81.127,88.857,16611.551,1622.263,1514.944,8787.9,7311.856768,738.901407,1413.161829,490.126115,532.783044,2899.683,949.24,899.104,337.556,298.189,88.051,949.24,2292.538,
Feb-17,768.973,155.834,89.009,102.129,92.89,340.541,255.278,85.262,277.189,38.26,54.829,77.569,30.184,8174.239541,7730.492,7730.492,4.606,439.157,135.853,19.602,45.893,2713.395,275.65,781.579,401.858,115.005,419.334,1870.528,284.73,413.156,433.24,367.557,156.25,88.014,80.03,14452.809,1526.131,1165.819,7429.463,6049.996318,632.144451,1078.978253,461.050513,499.312009,2707.307,904.638,908.668,350.077,242.248,61.122,904.638,1591.795,
Mar-17,946.468,193.661,114.691,119.981,113.237,379.629,277.687,101.942,333.161,35.378,78.379,105.715,40.375,9432.620797,9003.041,9003.041,5.62,424.044,115.923,12.885,53.318,3410.14,363.62,967.632,589.992,147.047,483.122,2308.607,526.169,464.655,338.618,520.52,182.42,108.644,107.37,17271.011,1886.458,1490.611,8669.776,7001.020444,807.024121,1385.94215,560.09044,590.434472,3460.61,1173.208,1178.366,396.07,314.875,76.149,1173.208,2329.3,
Apr-17,822.704,171.513,110.252,101.221,104.246,322.696,241.967,80.729,320.703,39.621,71.046,112.262,34.07,7930.115,7472.104,7472.104,5.847,452.308,133.709,18.589,40.123,3045.055,393.229,768.053,548.208,135.295,453.581,1887.913,447.606,423.798,311.111,306.236,162.097,89.382,96.267,15651.669,1487.231,1329.357,7970.789,6466.636362,626.045046,1232.686851,494.617661,560.473244,2972.626,1074.933,952.704,355.614,238.398,75.267,1074.933,1454.739,
May-17,970.714,199.539,114.818,128.069,118.725,388.802,283.21,105.592,335.117,37.339,67.381,131.345,36.847,8200.455,7777.299,7777.299,8.159,415.151,126.987,15.58,41.057,3132.16,392.745,717.303,563.405,139.757,484.72,2099.184,353.325,457.595,401.2,414.325,202.267,102.434,106.384,17764.635,1840.585,1376.374,9087.641,7373.028897,739.883499,1263.224109,565.212031,624.65677,3395.985,1239.368,1001.529,413.777,321.09,92.596,1239.368,2735.324,
Jun-17,916.083,191.441,115.736,118.709,110.528,399.189,271.953,127.236,308.633,31.577,79.914,110.731,36.754,7474.891887,7024.687,7024.687,5.18,445.179,116.188,17.376,41.759,3141.601,299.656,793.161,532.052,148.01,496.416,1988.553,361.538,417.236,330.326,439.786,177.602,97.851,108.852,17461.179,1746.483,1314.967,9106.948,7465.824858,673.23567,1219.50019,575.775168,582.889008,3217.226,968.614,1171.621,373.054,294.666,85.182,968.614,1392.912,
Jul-17,908.914,180.762,115.738,127.266,100.658,368.446,281.11,87.336,248.007,39.865,73.26,58.274,36.895,7087.427713,6577.375,6577.375,7.07,503.034,149.161,23.064,52.012,3133.756,298.678,746.693,604.823,147.59,482.26,1938.182,332.71,470.9,285.739,397.924,209.092,93.928,98.196,17546.67,1761.104,1278.306,9233.527,7566.987891,721.445923,1174.254969,555.850216,593.19616,3227.798,1129.588,992.978,393.783,309.674,88.828,1129.588,2266.331,
Aug-17,1000.115,204.136,144.069,130.922,108.591,474.98,356.571,118.409,262.54,35.618,65.858,81.959,36.034,8476.948,8044.909,8044.909,6.101,426.357,104.934,19.71,53.942,3252.42,326.837,817.152,547.956,150.348,536.892,2073.919,329.34,444.622,363.917,435.753,242.312,92.868,101.906,18235.791,1758.654,1288.653,9802.78,8113.802336,708.26144,1177.345191,566.751304,594.63957,3113.734,1126.403,899.405,370.37,320.205,83.408,1126.403,1707.096,
Sep-17,835.799,176.545,120.357,102.596,88.565,361.268,254.664,106.603,249.586,39.474,60,73.874,32.791,7245.738357,6834.985,6834.985,4.772,406.244,99.409,11.611,46.476,2954.202,362.698,626.614,565.453,141.326,443.829,2003.413,369.581,482.643,354.893,359.521,212.454,85.876,92.532,17379.215,1709.344,1344.903,9584.968,7950.237863,718.878715,1247.654042,530.962458,574.005289,3122.576,1129.408,929.315,401.447,301.017,74.123,1129.408,1480.77,
Oct-17,937.089,184.852,149.721,122.602,107.967,402.751,298.229,104.522,300.638,39.535,62.183,129.093,34.865,8591.873,8156.374,8156.374,6.771,428.963,113.078,21.805,49.574,2995.652,374.586,683.509,500.385,143.564,480.567,2167.394,456.432,472.111,382.861,398.149,221.819,78.625,100.513,18100.08,1633.493,1489.859,9771.624,8057.802799,762.201208,1391.217422,588.011794,574.965494,3577.815,1497.514,974.896,417.115,285.066,84.824,1497.514,2160.522,
Nov-17,967.289,201.038,150.769,120.438,118.658,481.548,366.693,114.855,322.216,37.008,63.62,134.016,39.617,9427.535769,8923.748,8923.748,6.143,497.831,113.626,20.096,53.293,3287.666,396.274,817.174,550.988,144.224,555.086,2290.731,419.008,468.428,472.063,431.91,236.068,96.475,110.146,18766.29,1898.31,1695.95,9741.1,7913.069755,790.025671,1582.120434,585.236631,635.971332,3410.51,1171.089,1018.272,438.774,332.057,91.148,1171.089,2409.385,
Dec-17,990.809,199.943,153.79,117.636,115.401,463.098,352.347,110.751,350.856,31.924,41.566,156.358,39.403,9390.366,8858.718,8858.718,6.293,525.461,90.257,11.947,39.778,3128.183,323.475,784.989,582.253,146.413,492.193,2098.612,392.614,520.702,376.081,382.289,173.195,94.981,98.918,18444.995,1783.307,1778.498,9430.57,7679.487789,756.078738,1685.732036,608.189999,597.154465,3331.636,1077.259,1087.074,396.879,313.265,92.988,1077.259,1815.361,
Jan-18,978.822,213.547,161.427,102.115,101.693,428.672,296.835,131.837,388.342,34.957,69.787,156.246,43.287,9433.773816,8898.226,8898.226,6.899,528.749,130.234,14.815,63.057,3163.379,367.679,678.33,625.541,144.978,514.627,2189.381,464.478,473.679,369.306,449.863,199.325,81.597,99.101,17233.434,1537.845,1420.918,8949.777,7207.643405,631.235915,1324.058008,576.443468,622.076145,3259.39,1135.752,959.785,372.923,329.979,94.8,1135.752,1285.982,
Feb-18,791.745,172.884,97.995,91.983,87.403,322.008,236.59,85.418,317.887,34.759,50.664,121.645,32.621,8867.720037,8411.552,8411.552,5.241,451.33,69.161,8.302,31.896,2741.381,321.179,666.026,449.777,122.87,464.986,1932.221,441.118,413.655,296.863,393.052,178.812,85.148,81.453,14969.642,1583.887,1147.73,7627.992,6115.833199,671.881793,1056.645243,466.812113,602.365523,2790.149,929.671,875.18,355.1,250.159,75.725,929.671,1807.28,
Mar-18,862.651,181.643,100.565,109.884,104.72,395.21,314.096,81.113,347.455,51.089,52.729,121.632,36.131,8687.433566,8161.554,8161.554,5.853,521.934,127.17,24.601,56.541,3374.384,394.622,869.933,600.745,155.553,547.373,2122.425,425.093,445.85,340.083,484.686,177.379,107.604,91.096,18431.742,1773.213,1341.217,9379.168,7616.271363,706.245101,1210.121256,571.281569,640.914986,3277.363,1204.394,1027.097,400.473,253.732,73.981,1204.394,2117.711,
Apr-18,911.766,183.694,121.28,108.582,111.032,391.38,314.696,76.683,381.482,57.479,72.224,117.984,43.409,8539.118006,8003.281,8003.281,6.376,529.526,118.263,13.828,53.495,3174.947,326.698,753.397,540.563,148.79,563.65,2104.567,487.044,464.056,282.38,432.059,192.054,99.565,92.062,17972.747,1709.286,1351.386,9197.591,7450.620561,697.938844,1250.417656,581.236609,625.126575,3217.203,1072.617,1105.744,403.822,251.515,83.301,1072.617,1571.196,
May-18,955.061,201.865,114.469,117.577,127.278,405.179,312.738,92.441,354.786,47.229,49.175,119.611,43.972,11215.36082,10605.065,10605.065,6.732,636.181,138.153,20.639,41.247,3407.144,400.18,772.97,665.016,158.191,565.49,2217.124,510.601,477.902,285.464,479.988,202.308,107.386,101.2,19055.67,1723.74,1371.294,9928.629,8095.547168,732.687801,1263.050686,629.494577,638.517796,3257.555,1109.622,1046.782,364.797,298.793,94.941,1109.622,1849.138,
Jun-18,868.518,181.726,107.946,113.631,96.002,373.937,273.201,100.736,295.534,52.106,52.232,73.802,36.032,10036.98166,9443.29,9443.29,6.814,586.878,100.663,11.342,44.607,3364.014,303.412,847.075,631.083,146.468,590.291,2104.871,494.974,485.98,289.053,436.11,163.839,90.873,93.243,18755.54,1570.048,1253.799,9745.509,7907.89432,603.392947,1162.898251,634.460766,660.854449,3240.285,1093.337,1025.406,400.676,304.764,93.192,1093.337,1914.232,
